nomis_agency_id,postcode
MCG053,OL9 7QW
MCG006,OL11 1EF
PEPSPO,CA10 2AU
LCS015,PR1 3BN
LCSAP3,PR1 3JE
CHS004,WA7 2UR
CHSAP1,CW11 3BD
LCS017,WN8 8AP
MRS018,WA10 1AP
MCG018,SK4 2PB
CHS005,WA1 2RW
CHS007,CW7 2JS
MRS021,CH41 4PE
CMB009,CA14 4EW
BDS005,LU1 5DA
CBS002,aL1 3XH
KNT021,CT1 3RH
KNT005,ME4 4QQ
CHTPRO,ME4 4QQ
HFS006,EN8 9XL
KNT017,DA11 0AT
HUNTCT,PE29 3BD
SFK006,NR32 1UL
KNT010,ME15 6SJ
PBORCC,PE1 1EJ
HFS003,AL1 3XH
STEPRO,SG1 2AD
HPS005,GU11 1DP
THA038,HP21 7RL
DCP008,EX31 1DR
HPS054,RG21 7SB
ASP002,BA2 4JE
DRS003,BH1 1QL
DRSAP2,BH5 1DU
THA037,RG12 1BP
ASP012,TA6 3HW
ASPAP4,TA6 3LP
ASPAP1,BS2 8NB
ASPAP3,BS2 8UB
ASP022,BS1 3NU
DCP002,TR14 8DN
GCS002,GL50 1QF
BGSWCR,SN15 1JT
DCP009,EX1 1RD
HPS006,PO16 7AF
HPS020,PO16 7SL
GCS11,GL1 1PB
GCSAP1,GL1 4LY
HPS021,PO9 2AS
DGW09,PO30 5BN
HPS029,SO41 9GA
THA046,MK8 9AL
THA044,MK9 2YH
THA030,RG1 6LQ
BICPRO,OX26 2QD
THA054,OX1 1BN
THA018,OX1 1RE
THA017,OX1 4PY
DCP011,PL1 2TS
DCPAP1,PL1 5QE
DRS007,BH14 0JB
HPS013,PO1 2BD
HPS002,PO7 5PL
THA055,RG1 1PE
WTS003,SP1 3SL
THA047,SL1 2HF
HPS050,SO14 2ET
HPS016,SO15 2AJ
HPS016,SO15 5DJ
HPS010,PL25 4TT
WTS005,SN1 3UZ
ASP009,TA1 1SN
DCP010,TQ1 3EQ
DCP007,TR1 1HZ
ASP001,BS22 7BB
DRSAP1,DT4 8SU
DRS009,DT4 8TG
THA028,SL4 2RL
ASP027,BA20 2QD
YSS007,DN2 6AD
YSS005,S3 8PJ
YSS002,S71 1HP
SHEFMC,S3 8LU
DPP002,SY23 1DE
DSW03,CF63 1TD
DPP008,LD3 7HP
DPP003,SA31 1PY
SWSAP1,CF11 6JY
GWT004,NP23 6HG
DPP006,LD1 5DP
DPP005,SA15 2PU
MRTHMC,CF47 8BU
GWT007,NP4 5ES
SWSAP2,SA1 2AW
SWS009,SA1 5AD
WSNAP1,LL14 6RN
MLWAP7,B69 4TH
MLWAP4,B12 9QA
MLWAP2,B16 9HS
MLWAP3,B29 6QY
MLWAP5,B6 6AJ
MLWAP6,WS9 8JZ
MLWAP1,WV14 6AH
MLW018,B33 0LQ
MLW034,DY1 4TA
HERFMC,HR1 2HE
NHSAP2,NG15 6FY
WWS002,CV32 4EL
WWSAP1,CV32 6JG
STF024,ST5 1HJ
WWSAP2,CV11 5RD
WMP008,SY2 6AS
STF032,ST17 4JX
WMP006,TF3 4HX
MLW030,WS1 3QE
MLW031,B70 7PQ
WMP005,WR1 3QQ
WMPAP1,WR3 7BT
MLW010,B42 1SF
MLW011,B29 6NA
MLW045,B33 0LQ
MLW046,B5 6SN
STF004,DE14 1PH
STF011,WS11 1AT
STF014,ST13 6BL
STF039,ST16 2DQ
STF005,ST3 1HH
STF022,B79 7QZ
WMP010,DY11 6XA
YSW006,HX1 4JG
YSW008,BD21 3RB
YSW003,BD1 1LB
YSS028,DN1 2QL
YSN003,HG1 5BG
YSWVH3,LS2 9NZ
YSWVH2,LS6 1AG
YSS023,S65 1NN
YSN004,YO26 5RU
YSN023,YO11 2JN
YSN005,BD23 1HU
YSS021,S60 1HW
HBS001,HU17 9BE
HBS003,YO16 4NG
YSW005,WF13 1PU
HBS004,DN14 6XA
YSW007,HD1 5BW
YSW010,LS1 2EE
YSW014,WF2 8SP
ROTHPB,S60 1RU
NORPO,CW9 5EP
CMB007,CA11 7HW
SEFPO,L21 1EZ
STHYPO,WA10 2SP
STOYPO,SK1 3TA
KENPO,CT9 1UW
HFS004,WD18 0BN
BODPO,PL31 1EZ
ASPAP2,BS7 0PD
DCPAP2,TR14 8NQ
WTS007,SN10 1DZ
THA029,RG30 2AA
SWS011,CF37 1TZ
CCJCPO,LL55 2DF
GWT009,CF83 2WA
CHUCPO,CF10 2HH
WSNAP2,LL57 4HP
DPP004,SA61 1DA
DPMUPO,SA31 2PF
SWS002,CF47 8UX
DGW09,NP20 2GD
DPP007,SY16 1BD
SWS003,CF37 1BA
MLW024,WV1 3JS
NEPOPO,LS2 7EH
YSN009,YO8 4AU
YSN006,DL7 8SG
WIDNMC,WA8 7QL
WIDNYC,WA8 7QL
WIGNYC,WN1 1DW
WINTON,TS21 3EJ
WINWCK,WA2 8RR
WISBMC,PE13 3DE
WISBYC,PE13 3DE
WITHMC,CM8 2AS
WITHYC,CM8 2AS
WITNMC,OX8 7HW
WITTON,M20 2LR
WKNGMC,GU22 7YL
WKNGYC,GU22 7YL
WLONMC,W6 8DN
WLONYC,W6 8DN
WLSAYC,WS9 8NN
WLSGRV,CV2 2OX
WLSHCC,CH1 2AN
WLSHYC,SY21 7UX
REDCRC,B97 4BT
ROCH,OL16 2AU
WARRMC,WA1 1UR
SELPR,Y08 4AU
SGCHOS,LS10 4UZ
648804,PO16 7AF
ABDALE,E17 3QS
ABDRMC,CF44 0NW
ABDRYC,CF44 0NW
ABGVMC,NP7 5DL
ABTYMC,NP13 1PB
ABWLEY,KT16 0AE
WLTFMC,E17 4NX
WLTFYC,E17 4NX
WLVRCT,WV1 3LQ
WMP001,DY11 6XA
WMP002,HR1 2HU
WMP004,B97 4BT
WMP007,TF3 4EQ
WMP009,SY2 6LU
WMP011,WR4 9EE
ROSEB,TS4 3AF
SCOCJD,PA23 8BG
SCOCJS,AB42 1QF
SCUCRC,DN15 6JH
SEAHOS,LS14 6UH
SRY017,GU1 4XB
SRY018,RH1 6YS
SRY019,RH1 6BN
SSX004,BN17 5LF
SSX028,BN1 8AF
STHPOL,WA10 1TG
STMRYN,PO30 5TG
STOK01,TS18 1TZ
SUND01,SR1 1LT
SWS014,SA1 3QN
TEES01,TS18 2SL
TES011,TS18 1SP
CENHUL,HU3 1ST
BDS013,LU1 5DA
BOOT01,L20 4TZ
BRGEMC,BN2 0LG
BRIPO,CF31 1TZ
BSE001,IP33 3TU
BUDCRC,EX23 8LB
CAER01,CF83 2HU
CALHOS,BS4 5BJ
CARD01,CF10 1BS
CARDCR,CF11 6JZ
CBS012,PR13 1ES
CBS014,CB5 8HA
CHAHOS,LS7 4SA
CHS012,WA1 2AZ
CHS013,WA3 6BP
CHTHPO,ME4 4QQ
CUMB01,LA9 4RA
DCP026,TR15 1LS
DCP027,TR18 3PZ
DUR005,DL1 5QT
DUR015,DH1 1TH
DUR016,TS18 2SL
DUR020,DH8 5HL
EBBW01,NP23 6XG
FNP1,EH11 3LN
GLA001,G5 9EJ
GLA002,G66 1QE
GWT010,PO30 5BN
GWT011,NT4 6BZ
HDCRC,HD1 1SG
HLNCRC,DN31 1XD
HORN01,RM11 1QZ
HPS055,SO15 OHW
TES012,TS24 8AE
HPS056,SO17 2HP
HSTHOS,B71 4NH
HUNCRC,PE29 3NJ
HUNHOU,BR2 9EY
KNOHEL,L34 1PB
LCS012,FY7 6TP
LDM007,SW9 9JF
LDM011,SW2 2QD
LDM015,W6 8DN
LDM054,WC2A 2LL
LDM144,N22 5LF
LDM150,SE23 1JW
LDM180,N22 8HF
LDM181,BR2 9EY
LDM182,N16 8DS
LGHBH,LE11 5LD
MCG076,SK1 3GD
DPDALE,FY3 8AZ
MCG078,BL1 8SW
MLW040,B70 9PJ
MLW050,B9 4DY
MLW052,B18 5SR
EASBMC,BN21 4UN
TOWERS,LE3 9EJ
ASP025,BA1 1JW
BICSMC,OX26 2NZ
BTP3,W6 8AU
ACCRCT,BB5 1EQ
ACCRYC,BB5 2BL
ACTNMC,W3 8PB
ACTNYC,W3 8PB
ALNWMC,NE66 1UJ
ALNWYC,NE66 1UJ
ALTNMC,GU34 1AQ
ALTNYC,GU34 1AQ
ALTRCT,M33 7WX
AMERSH,HP7 0JD
ANDVMC,SP10 1EU
ANDVYC,SP10 1EU
ASHFMC,TN23 1QS
ASHTYC,OL6 7TP
ASP003,BS4 2SP
ASP004,BS2 8QN
ASP005,BS10 6AD
ASP006,BS23 1UJ
ASP007,BS2 8QN
ASP008,BS1 1DA
ASP010,BA5 2PQ
ASP011,BA20 1AG
ASP013,TA1 1EU
ASP015,BA1 1JN
ASP016,BS1 2NQ
ASP017,BS16 5LX
ASP019,TA1 3QA
ASP020,BS23 1NF
ASP021,BA20 1SN
MRS009,L24 8RN
ASP023,BS23 3TR
ASP024,BA11 1DS
ASP026,BS7 8QB
ASPY01,BA1 2NF
ASPY02,BS2 8PD
ASPY03,BS34 7PP
ASPY04,BA16 0LG
ASPY05,BS23 1TR
AYLSYC,HP21 7QZ
BALNMC,DT11 7HP
BALNYC,DT11 7HP
BARCRC,EX32 8QA
BARKMC,IG11 8EW
BARNCR,S71 1HP
BARROW,BS19 3SG
BASCRC,SS14 1DL
BASDON,SS16 5NL
BDGHL,HU9 1JP
BDL001,LU1 1RF
BDS001,MK40 2PN
BDS002,LU1 1RF
BDS003,MK40 1LY
BDS008,MK40 1SQ
BDS009,LU1 2AA
BDS010,LU1 5DL
BDS011,LU1 1RG
BDS012,MK40 2AP
BDS014,MK40 2QZ
BDS015,MK42 8PP
BDS016,LU1 3AJ
BDS017,MK40 2FG
BELAIT,BT1 3FA
BELMMC,SE28 0HA
MRS053,L5 9YJ
BEVRYC,HU17 9EJ
BICSYC,OX26 2NZ
BINGMC,BD16 1YA
BINGYC,BD16 1YA
BIRAIT,B26 3DU
BISHMC,DL14 6LD
BISHYC,DL14 6LD
BLAYMC,NE21 5AL
BLAYYC,NE21 5AL
BLKBYC,BB2 1AF
BLKPYC,FY1 5RH
BNSTCC,EX4 3PS
BNSTYC,EX31 1DY
BODMIN,PL31 2QT
BOLTCC,BL1 1SU
BOLTYC,BL1 1QX
BORNMC,PE10 9AE
BORNYC,PE10 9AE
HBS014,HU5 3RX
BOSTPR,PE21 6LX
BOSTYC,PE21 6LZ
BOUNDS,L5 7RZ
BOWCT,E15 4EG
BOWSMC,WC2E 7AS
BRADEN,ST10 1NF
BRATWP,BD1 5AA
BRDWMC,TA6 3YL
BRDWYC,TA6 3YL
BRGHCC,BN2 0LG
BRIDCT,CF31 4AS
BRKNYC,CH41 5HW
BRMCMC,B4 6QA
BRMNCC,B4 7NA
BRNMMC,BH1 1LA
BRNTMC,EN5 5UE
BRNTYC,EN5 5UE
BROADM,RG45 7EG
BROAIT,BR1 1RA
BROGRN,L14 3LD
BROWYN,SA61 2PG
BRRWCC,PR1 2LL
BRRWYC,LA14 5QX
BRRYMC,CF63 4SX
BRRYYC,CF63 4SX
BRSEAP,IP33 3AQ
BRSECC,IP1 2AG
BRSEMC,IP33 1HF
BRSEYC,IP33 1HF
HRLWMC,CM20 1HH
BRTFYC,TW8 8EN
BRWKYC,TD15 1EA
BRYAIT,NG1 6HS
BSNGYC,RG21 2AB
DCP012,TQ2 5PJ
DCP013,TR15 2SS
BULMIL,SN9 6BE
BURNCC,BB11 1XD
BURNLY,BB10 2PQ
BURNYC,BB11 2BS
BURTMC,DE14 INZ
BURTYC,DE14 INZ
BURYMC,BL9 0HX
BURYYC,BL9 0HX
BUXTCT,SK17 6DH
BUXTMC,SK17 6DY
BUXTYC,SK17 6DY
CAERMC,CF83 1XA
CAHILL,CR5 3YL
CALNWD,LU4 0LX
CANTCR,CT1 3RH
CAPIO,L22 3XE
CARMCC,SA1 4PF
CBS001,CB2 2BB
CBS003,CB6 1DA
CBS004,PE29 3DB
CBS005,PE29 3BD
CBS006,PR13 1ES
CBS007,PE1 1ED
CBS009,PE29 6NP
CBS010,PE1 5PP
CBS011,PE29 6XG
CBSAP1,PE1 3RW
NBR040,NE24 2AG
NBR044,NE8 1BQ
CHCHCT,PO19 1SX
CHCHYC,PO19 1YE
CHELYC,GL50 3PF
CHINGX,W6 8RF
CHLSEA,SW10 9NH
CHPPMC,SN15 3BF
CHRLMC,PR7 1DS
CHRLYC,PR7 1DS
CHS001,CH1 4RJ
CHS010,TF9 4LX
CHS011,CW11 1HU
GRIWC,DN32 0QW
CHSTYC,S41 7TW
CHTONF,S41 7PF
CHTONT,WA2 8WA
CHURCH,CF14 7XB
CIRNMC,GL7 2Pl
CLPCRC,PR2 2YB
CMB001,CA4 8EW
EASBYC,BN21 4UN
EBORNE,BN21 2UD
CMB002,LA14 2LW
CMB003,CA3 8DR
CMB004,LA9 6ES
CMB006,CA16 6LW
CMB008,CA28 7PA
CMB010,CA2 5LX
CMB011,CA28 7TG
CMB012,LA14 1XH
CMB013,CA1 1RZ
CMBCR1,LA14 1PR
CMBGYC,SE5 7UP
CNCOED,SA2 0GH
CNSTYC,DH8 6LY
COLFMC,GL16 8BQ
COLVMC,LE67 3DP
COLVYC,LE67 3DP
CONTYH,DH1 4ST
HELLIN,BN27 4ER
COOPRC,WN1 1HR
CRACRC,RH10 1BW
CRAWYC,RH10 1XF
CRISTF,DN15 6EA
CRIWID,WA8 0QR
CRNHYC,LL55 1RN
CRNRCC,LL55 2DF
CROMMC,NR27 9EB
CROMYC,NR27 9EB
CRCHIL,BB7 4HX
CRNHMC,LL55 2DF
FNTAIN,SP2 7FD
CSWELL,CF31 4LN
CUMLAN,BB5 0RE
CWMBYC,NP44 3YA
CYGENT,E6 6ZB
CYWING,SE10 8AB
D40AB1,OX1 4PY
D46KT1,ME10 4DH
D46KT2,ME10 4DH
D52WSM,BS23 1UJ
DARLMC,DL1 1RU
DARLYC,DL1 1RU
DBS001,DE4 3PA
DBS002,DE55 7BQ
DBS004,S40 1DU
DBS007,DE1 2XE
DBS011,DE4 3LT
DBS013,DE5 3RS
NRU8,NE33 1RR
DBS015,DE1 3JR
DBS016,DE55 4DB
DBS017,S40 1JF
DBS018,DE55 7BQ
DC7,TR21 0JD
DCCPRB,EX18 7EX
DCP001,EX4 3LJ
DCP003,PL14 6RF
DCP004,TR18 2QJ
DCP005,PL25 4TT
DCP006,TR1 2LS
D12AP3,TS6 6LZ
NFK011,PE30 5EJ
NFK012,NR7 0BE
GOSFYC,NE3 4ES
DCP014,EX4 6BA
DCP015,EX2 7HQ
DCP016,TR7 2NQ
DCP017,PL31 2HL
DCP018,PL1 3PE
DCP019,TQ2 5QS
DCP020,PL14 3DJ
DCP021,TQ2 5PN
DCP022,EX4 4EP
DCP023,TR18 3PZ
DCP024,PL14 3AG
DCP025,EX31 4TP
DCPAP3,EX4 4LZ
DD001,KY8 1AB
DENBAR,TA4 1DD
DERBPR,DE1 1JP
DEV01,EX21 1DR
DEWSMC,WF13 1JP
LDM178,E8 1DY
DEWSYC,WF13 1JP
DLNRCR,DE1 1JP
DNBGMC,LL16 3UU
DNBGYC,LL16 3UU
DNGATE,S65 1DW
DOLCRC,LL40 2YT
DOLGCC,CH1 2AN
DOLGMC,LL40 1DF
DOLGYC,LL40 1DF
DONCL,DN1 3EH
DONCYC,DN1 3HT
DONRYL,DN2 5LT
DORCCC,DT1 1XJ
DORKMC,RH4 1SX
DOROTH,WS2 9XH
DOVRMC,CT16 1BS
DPP001,SA31 2PD
HBS012,DN15 6JH
DRB5,DE5 3SU
DRS001,BH17 7AG
DRS002,DT11 7DW
DRS004,BH1 1LE
DRS005,BH7 7DS
DRS006,DT1 1UT
DRS008,BH20 4JH
DRS010,DT1 1UP
DRS011,BH1 4LB
DRS012,BH1 1QA
DRS013,BH1 1QQ
DRTFMC,DA1 2JW
DRTFYC,DA1 2JW
DUDLYC,DY1 1RY
DUR003,DL14 6HX
DUR018,DH3 3DH
DURDEC,TS1 9EJ
DURHMC,DH1 3JW
DURHYC,DH1 3JW
DVTTTA,TQ1 4XX
EGLAM,CF38 1AB
EGWARE,HA8 0AD
DUR019,SR8 5QW
NHS022,S80 1ET
EHAMHS,E7 8QR
ENDEAV,B23 6DJ
EPPNMC,CM16 4LJ
ESURRY,RH1 5RH
ESX001,CM8 2DD
ESX002,SS15 6PH
ESX003,CM2 0YN
ESX004,CO1 1HL
ESX005,CM20 1DR
ESX006,RM17 6XR
ESX007,SS2 6BA
ESX008,SS14 2EW
ESX009,CM1 1EL
ESX010,CM2 0ND
ESX011,SS2 6BA
ESX012,CO2 7BA
ESXAP1,SS13 1RN
EXETCC,EX4 3PS
EXETMC,EX1 2LS
EXETYC,EX1 2LS
EXTPRO,EX1 1RD
FALPO,TR11 2ES
FARHYC,PO16 7SB
LDM010,W11 3LE
FIEAIT,EC4A 1DZ
FLKSYC,CT20 2GS
FLNTMC,CH6 5AY
FLORNT,SW3 4BP
FLTWMC,FY7 6AT
FLTWYC,FY7 6AT
FOLKCR,CT20 2DH
FORSTN,DT2 9TB
FRANCS,LN2 5QY
FRMSDE,BS16 1ED
FSH001,PL25 5JF
GARDNR,M25 7BL
GARLND,CA1 3SX
GCS001,GL1 3HW
GCS003,GL7 2PF
GCS004,GL1 3HF
GCS005,GL5 4HN
GCS006,GL1 2JF
GCS007,GL1 2TS
GCS008,GL16 8BL
GCS011,GL2 2AN
GCS012,GL1 1AN
GCS013,GL5 2QJ
GCS014,GL5 2QP
GCS1,GL2 2AN
GDMAYE,IG3 8XJ
GLAAIT,G2 7EZ
GLNBRN,PL6 5AF
GLOCYC,GL1 2JH
GLOPBO,GL1 3HF
GLOSMC,SK13 8AL
GLOSYC,SK13 8AL
GNSBMC,DN21 2BB
GODDEN,TN15  OJR
GOOLMC,DN14 5AB
GOOLYC,DN14 5AB
GORDON,SW1V 2RH
MCG54,OL1 1ET
GRACRC,DA11 0AT
GRAYSC,RM17 6SL
GRENLN,SN10 5DS
GRENPK,BR6 8NY
GRIMCC,DN31 1HX
GRNTMC,NG31 7SB
GRNTYC,NG31 7SB
GRTYYC,NR30 1PW
GRYLNG,PO19 4PQ
GRYSMC,RM17 5SB
GRYSYC,RM17 5SB
GUYHOS,SE1 9RT
GWT001,NP4 0XD
GWT003,NP44 2HF
GWT005,NP20 5NE
GWT006,NP20 4UG
GWT008,NP20 5XQ
GWT10,NP12 6BW
HALEMC,B63 3DA
HALEYC,B63 3DA
HAMRSM,W6 8NF
HARAIT,UB7 0HD
HARPER,WD7 9HQ
HASTNG,TN34 3JR
HATAIT,TW14 0LS
HATFPB,AL10 9SJ
HAYAIT,TW14 0LS
LLDUYC,LL30 1GA
HBBRPZ,TR18 2EQ
HBS002,YO42 2DH
HBS005,DN31 1QG
HBS006,DN14 6AE
HBS008,HU1 1RS
HBS011,HU1 2EZ
HBS015,HU2 2PR
HBS016,DN32 0QX
HBS018,HU18 1HP
HBS021,HU1 1RS
HBS023,HU1 3ES
HBSAP1,HU5 2QW
NORUM1,NE33 1LE
HERFYC,HR1 2HE
HERGST,CL57 2PW
HFS001,SG13 7HJ
HFS002,SG1 1XB
HFS005,AL1 3JW
HFXCRC,HX1 1PS
HGHGTE,N19 5JG
HGHYDS,LS29 6AQ
HLFXMC,HX1 2AN
HLFXYC,HX1 2AN
HLLVEW,BA1 3NG
HLYHMC,LL65 1HT
HLYHYC,LL65 1HT
HMB4,DN31 2SG
HMDWHO,S6
HMEFLD,NULL
HMLHPB,HP1 1ES
HNCKMC,LE10 1NZ
HNCKYC,LE10 1NZ
HNTMAD,SL6 OPQ
HNTROE,SW15 4JL
HOGHMC,DH4 5BL
HOGHYC,DH4 5BL
LUDLYC,SY8 1AZ
HOLFRD,TA2 7AZ
HORTON,KT19 8PZ
HOVECC,BN3 3BN
HPS007,GU34 1DQ
HPS012,GU14 7PG
HPS018,SO40 3BT
HPS008,PO16 7AZ
HPS014,PO1 2BG
HPS027,SO23 8DQ
HPS030,SO32 3PD
HPS032,SP10 1QP
HPS033,SO23 9EL
HPS036,SO50 9FD
HPS043,PO16 7SB
HPS044,SO17 1EY
HPS051,PO1 2RX
HPS052,SO15 2AA
HPS053,SO45 6AA
HRLWYC,CM20 1HH
HRRWYC,HA1 2JY
HRSFMC,SW1P 2AX
HRSHYC,RH12 2ET
HRTLMC,TS24 8AG
HRTLYC,TS24 8AG
HRWCMC,CO12 4DN
HRWCYC,CO12 4DN
HSTNYC,TN34 1ND
HTCHCT,SG5 1LX
MCG040,M32 8LG
HUDRYC,HD1 2NH
HUDWM,HD1 1QB
HULLTW,HU1 3AA
HUNTCC,PE1 1EJ
HUNTHO,ST19 9QT
HUNTLE,WC1E 6JA
HUYTMC,L36 9XY
HUYTYC,L36 9XY
HVRFCC,SA1 4PF
HXHMMC,NE46 3NB
HXHMYC,NE46 3NB
HYWHMC,RH16 4BA
HPSVLU,SO23 7EZ
HYWHYC,RH16 4BA
ILCFMC,W1A 3AE
ILKSMC,DE7 5HZ
ILKSYC,DE7 5HZ
IOWICC,PO30 5YT
JERSPS,JE2 3XB
KEMPLE,BB6 8AD
KENDMC,LA14 4TJ
KENDYC,LA14 4TJ
KENETH,NE61 3BP
KENSTN,L63 4JY
KHT025,TN1 2XP
KIDDYC,DY10 1QQ
KLGCS,TS15 9PA
KLPS,TS10 5AP
KNGSCC,PE30 1PQ
KNGSYC,PE30 1PQ
KNGTYC,KF1 1JW
KNT001,ME15 6ND
KNT004,CT1 1ZA
KNT006,CT17 9AJ
KNT007,ME13 7JB
KNT008,ME13 7UE
KNT009,CT20 2DH
KNT011,ME16 8EQ
KNT013,ME12 1NL
KNT022,ME15 9BZ
KNT023,TN13 1HG
KNT024,#N/A
KNT012,CT11 9DH
KNT025,TN23 1PL
KNTAP1,ME16 8SH
KNUTCC,CH1 2AN
LANCYC,LA1 1XZ
LANDON,EX7 0NR
LCS001,PR1 1LD
LCS002,BB5 1AF
LCS003,FY1 4QQ
LCS007,FY4 2DP
LCS010,FY7 6UW
LCS013,LA4 5LX
LCS014,BB9 9YB
LCS018,PR2 2YB
LCS019,BB11 1XD
LCS020,PR1 2LL
LCS021,PR25 2LQ
LCS022,BB2 2PW
LDM004,NW1 5AN
LDM008,N17 9XX
LCS004,BB2 6AY
LDM001,SE1 0BJ
LDM002,SE1 2HY
LDM003,EC4N 4XY
LDM012,W1H 5TP
LDM014,NW1 0TH
LDM017,NW1 7HA
LDM021,SE5 7UW
LDM027,SW17 7BP
LDM030,SE27 9AJ
LDM032,N5 2EA
LDM037,SE5 0AJ
LDM039,SE10 8JL
LDM042,SW1P 3BB
LDM043,N7 8JD
LDM046,SE6 3AU
LDM048,N17 6RS
LDM051,SW9 0JR
LDM052,SW11 2AH
LDM053,EC4M 7EH
LDM058,SE10 8PG
LDM059,SW16 2RZ
LDM067,CR4 4HA
LDM069,SE1 6AZ
LDM070,SW1P 3DX
LDM071,SE18 6DH
LDM073,E7 9PF
LDM074,E7 9HL
LDM075,E17 4TT
LDM078,IG1 1QQ
LDM079,RM1 2JT
LDM082,IG6 1HW
LDM088,CR0 0DH
LDM089,BR3 4LR
LDM094,CR9 5AB
LDM095,CR9 3NE
LDM097,BR1 1LT
LDM019,SE28 OEY
LDM022,SE18 6QY
LDM024,SE1 6AW
LDM026,SE1 2JY
LDM041,EC1V 4RW
LDM076,IG11 8EW
LDM080,E15 4SB
LDM085,E11 1QW
LDM087,RM1 3BH
LDM096,BR1 1BY
LDM100,E15 4LD
LDM106,TW9 4HQ
LDM115,NW10 2DW
LDM116,W13 9HH
LDM118,W5 2HS
LDM119,W13 0SD
LDM123,TW13 5AG
LDM128,HA1 2SU
LDM131,N6 4QJ
LDM136,N17 6RS
LDM138,NW2 3PS
LDM139,UB2 4QQ
LDM142,HA9 6AL
LDM145,SE18 6NN
LDM147,CR0 1DF
LDM170,E3 3DA
LDM175,N22 6HE
LDM176,HA2 0DN
LDM179,KT1 1EY
LDM245,SE1 1JD
LEEDCC,LS1 3BG
LEEDCT,LS1 3BG
LEETWP,LS1 2LF
LEICDN,LE1 5RA
LEWSMC,BN7 2PG
LEWSYC,BN7 2PG
LEYLMC,PR5 1EY
LEYLYC,PR5 1EY
LGHBYC,LE11 2XB
LINCYC,LN5 7QA
LDM110,KT1 1JW
LDM112,SW19 7JP
LDM127,HA1 4TU
LDM129,NW9 7BY
LLNGMC,LL77 7TW
LLNGYC,LL77 7TW
LLNLYC,SA15 3AW
LMBTCT,SE11 4DZ
LMYOS,SW2 1RL
LNDCTR,CM1 7LF
LNGLEY,S5 7JT
LNS001,LN2 5RP
LNS002,PE21 6LX
LNS015,LN5 7PH
LNSDAL,LA1 3JR
LON001,N9 0AH
LOND10,SE18 6EW
LOUTMC,LN11 7AN
LOUTYC,LN11 7AN
LTS001,LE1 3BE
LTS003,LE10 1AP
ROCHYC,OL16 1AR
LTS004,LE1 6AS
LTS005,LE1 5RA
LTS009,LE18 2DH
LTS010,LE1 5RA
LTS011,LE1 9BE
LTS012,LE1 6HG
LTS013,LE19 2BX
LTS014,LE1 7BA
LTS015,LE3 0PB
LTS016,LE1 3GG
LVRPCC,L2 1XA
LWSTMC,NR32 1HJ
LWSTYC,NR32 1HJ
LYNDMC,SO43 7AY
LYNDYC,SO43 7AY
LYWELL,SE13 6LW
MACCMC,SK10 2AB
MACCYC,SK10 2AB
MACGEN,SK10 3BL
MANAIT,M1
MANHOS,NP7 8NF
MARLBR,MK6 5NG
MATPRO,DE4 3FD
MAYFLR,SO14 0YG
MCCLCT,SK11 7NA
MCG002,OL10 1DW
MCG005,OL10 2EW
MCG009,SK14 1BJ
MCG011,M8 7JR
MCG012,M22 5EB
MCG013,M14 5YJ
MCG014,M30 0NG
MCG015,OL1 1PU
NTS002,NN1 1NS
MCG019,BL1 1SU
MCG021,BL1 1QX
MCG022,BL4 8NL
MCG023,BL9 0HX
MCG029,OL6 7JX
MCG036,M3 3FL
MCG037,M3 3JE
MCG039,M20 3JH
LVRDMC,L2 1XA
MCG027,OL6 7AJ
MTIA,LN12 1DP
MCG041,OL1 1QE
MCG043,OL16 1AR
MCG046,SK1 3NF
MCG047,OL6 7TP
MCG048,M33 1UP
MCG049,WN1 1DW
MCG050,M40 8EE
MCG054,M16 8ND
MCG056,M24 2LH
MCG058,OL6 7DN
MCG059,M3 6DJ
MCG060,M20 7FB
MCG061,M46 0JD
MCG062,BL1 4HH
MCG064,M60 1PR
MCG065,OL8 7SS
MCG067,M1 1EZ
MCG068,M32 8HN
MCG070,WN1 1HJ
MCG071,M20 3JH
MCG072,MT0 2ES
MCG073,SK1 3XE
MCG074,M34 2BW
MCG075,M1 3FR
MCHAEL,S11 9EL
MDDLCC,SW1P 3BB
PENN,WV4 5HN
MDSTYC,ME15 6LL
MEABRK,M6 8HG
MELBRY,S022 5DG
MILDMC,IP28 7ER
MINEHD,TA24 5RJ
MLLBRK,NG17 4JT
MLTNMC,LE13 1NH
MLTNYC,LE13 1NH
MEDCRC,ME4 4LE
MLW001,B1 1BD
NWCRC,LS12 1LZ
MLW004,B5 6SN
MLW005,B8 1JR
MLW006,B11 1QS
MLW007,B20 2RA
MLW008,B17 9JX
MLW009,B4 6NF
MLW012,CV1 1HU
MLW013,CV1 3RY
MLW014,DY2 9TS
MLW015,DY1 1RR
MLW016,B23 6UG
MLW017,B63 3DA
MLW019,DY8 1PA
MLW021,B66 2AL
MLW023,WV1 3LX
MLW025,WV1 1RA
MLW026,WV1 3LQ
MLW027,B4 6QU
MLW028,B4 7NA
MLW029,B91 3RD
MLW032,B2 4QJ
MLW033,DY2 8PS
MLW036,B4 6NQ
MLW037,B4 6NF
MLW038,B4 6DE
MLW042,B70 8TD
MLW043,B89 4SN
MLW044,WS2 8HA
MLW048,B5 4UA
MLW049,TF2 9FN
MNCCCC,M3 3FL
MNCMCC,M1 3FS
MNSFYC,NG19 6EE
